,place_name,review_text,review_rating
142,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Phú Mỹ Hưng - Phòng giao dịch Sunrise City,"Nhân viên dễ thương, làm việc mau lẹ.",5
143,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Phú Mỹ Hưng - Phòng giao dịch Sunrise City,Chậm chạp và nhân viên mới ít kinh nghiệm,3
144,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Phú Mỹ Hưng - Phòng giao dịch Sunrise City,Dịch vụ tệ.,1
145,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) – Techcombank Huỳnh Tấn Phát,Gọi điện tới chi nhánh hơn chục cuộc ko nghe máy. Nt cho tư vấn viên không trả lời. Điện thoại cho tổng đài thì cho số dt ko điện được.nản hết sức,1
146,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) – Techcombank Huỳnh Tấn Phát,"Mở cái thẻ mà nhân viên khó quá, CMND mình làm bank nào cũng duyệt, qua bên này thì kêu cũ mờ, đưa bằng lái xe ra đối chứng thì lấy lý do này nọ kêu thông cảm. Xin lỗi chắc có lẽ các bạn không cần khách hàng rồi. Nhân viên không hỗ trợ khách hàng.",1
147,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) – Techcombank Huỳnh Tấn Phát,Nhân viên nhiệt tình. Đợi hơi lâu,5
148,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) – Techcombank Huỳnh Tấn Phát,Chờ mở thẻ để nhận lương qua ngân hàng này mà 4 ngày còn chưa thấy liên hệ chán thật ngân hàng khác chỉ 2 ngày,2
149,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) – Techcombank Huỳnh Tấn Phát,Đợi hơi lâu,5
150,Ngân hàng TMCP Kỹ thương Việt Nam - Techcombank Chi nhánh Đà Nẵng,Dịch vụ thuận tiện. nhân viên tuyệt vời. Rất hài lòng,5
151,Ngân hàng TMCP Kỹ thương Việt Nam - Techcombank Chi nhánh Đà Nẵng,"Thật sự thất vọng vì cách làm việc ở đây, đang gấp gáp cận Tết 23ÂL, nơi đây có 5 quầy giao dịch, 4 quầy không phục vụ (tạm nghỉ hoặc có số gọi nhưng ko người thấy giao dịch), mặc dù có 4-5 khách đang chờ, nhân viên nhìn khách chờ không có vẻ gì sốt ruột, vài khách bực mình lên tiếng vì chờ lâu thì bảo vệ chỉ mong khách thông cảm, mà cũng không biết thông cảm vì lí do gì (à nhớ rồi bv nói chị giao dịch lên tầng trên hỗ trợ gì đó).
Nếu lãnh đạo phòng có rảnh check cam từ 16:15-16:30 25/1 tức 23 ÂL giúp
Ps: TCB đang ngủ quên trên chiến thắng đi trước về sau (NH đầu tiên miễn phí ck gd nhưng giới hạn 300tr/ gd trong khi ngân hàng khác đã áp dụng miễn phí ck gd và 500tr/gd)",1
152,Ngân hàng TMCP Kỹ thương Việt Nam - Techcombank Chi nhánh Đà Nẵng,"Vi phạm luật LAO ĐỘNG, ép nhân viên mới sinh xong phải đi làm tới 7h tối, tôi sẽ báo lên Tổng đài 1022",2
153,Ngân hàng TMCP Kỹ thương Việt Nam - Techcombank Chi nhánh Đà Nẵng,"Quá bất tiện khi chỉ có 2 cây ATM tại chinh nhánh Đà Nẵng mặc dù đây là chi nhánh lớn nhất và toà nhà mới xây. Lối đi cũng nhỏ nên xếp hàng rút tiền cũng khó, chen nhau đi ra đi vào.",3
154,Ngân hàng TMCP Kỹ thương Việt Nam - Techcombank Chi nhánh Đà Nẵng,"Ngân hàng thực hiện nghiệp vụ tốt, nhân viên thân thiện và chuyên nghiệp. Nhanh chóng và thuận tiện",4
155,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank),Sai vị trí. Nằm ở ngay ngã 3 CMT8 và Sương Nguyệt Ánh số 95 CMT8,1
156,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank),"5 sao cho chi nhánh TCB này ạ, các bạn giao dịch viên nhanh nhẹn, tư vấn sản phẩm rất tận tình, chu đáo.
5 sao cho chú bảo vệ đưa số thẻ cho khách đến giao dịch, chú hay nói câu ""...đợi chút nha"", chú vui vẻ, làm việc có tâm.",5
157,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank),"Mình rất hài lòng với TCB CMT8. Các bạn giao dịch viên nhanh nhẹn, tư vấn sản phẩm rất tận tình. Anh giám đốc chi nhánh này rất hiền, rất dễ thương, chu đáo với khách hàng và hỗ trợ khách rất tốt! Mình sẽ giao dịch ở đây thường xuyên.",5
158,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank),"Ngân hàng tào lao tạo tài khoản mới cầm chứng minh ra kêu cũ ko hợp lệ trong khi chữ và số vẫn còn nhìn rõ ???????????
Muốn đuổi khách hàng thì nói mẹ ra làm khó làm dễ làm mẹ j ko vì giao dịch công việc cũng ko tạo ngân hàng này làm j ngân hàng tào lao nhất từng gặp",1
159,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank),"Nếu bạn muốn mở tài khoản mới ở Techcombank thì không nên đến chi nhánh này.

Hôm qua mình đến CN này mở TK thì bạn nữ GDV lúc đầu bắt bẻ mình là cmnd cũ (dù còn 5 năm nữa mới hết hạn) không nhìn thấy mộc đóng trên hình thẻ, đến khi chỉ ra là vẫn nhìn thấy được mộc thì bạn lại bảo tiếp là do cmnd của mình bị bong lớp ép plastic k rõ góc giấy, quyết định k mở tk cho mình. Hôm nay mình đến CN khác của Techcombank vẫn với CMND đó thì mọi chuyện tiến hành bình thường và được hỗ trợ rất tốt, nên nay mình quay lại review, tính cho 1 sao nhưng vì chú bảo vệ rất dễ thương nhiệt tình nên mình tặng thêm 1 sao nữa.",2
160,Techcombank,"Tác phong làm việc chậm chạp, nhân viên ngân hàng cần nâng cao trình độ tiếng anh vì nhiều khách hàng nc ngoài tới khiếu nại dịch vụ thì mất rất nhiều thời gian để nhân viên tìm người thạo tiếng Anh để trao đổi!
Ngoài ra giao dịch viên nên nói chuyện riêng ít thôi, tập trung chuyên môn thì tốc độ sẽ nhanh và khách hàng không phải cầm số ngồi đợi dài cổ
Nhân viên thì lúc tiếp nhận yêu cầu của khác hàng lại nói chuyện riêng, làm việc riêng thay vì tập trung giải quyết yêu cầu của khách hàng.
Giao dịch xong vì mải tám, nên quên không đưa lại CMTND trả khách, nhưng cũng không tự giác gọi để trả lại cho khách hàng mà tôi phải gọi lại tìm mãi hỏi han mới ra.",2
161,Techcombank,Dịch vụ tuyệt vời. Xe máy để hơi bất tiện,5
162,Techcombank,Các bạn nhân viên phục vụ tốt,4
163,Techcombank,(Techcombank) phân phối sản phẩm như Dịch vụ khách hàng cá nhân,3
164,Techcombank,Bình thường,2
165,Techcombank Hoàng Hoa Thám,Đã đóng cửa từ lâu,1
166,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) - Techcombank Hàng Đậu,"Nếu có sao âm mình sẽ cho Techcom hàng đậu -10 sao vì thái độ
Mình vào lấy số từ 13:53 và giờ mình đc giao dịch là 14:24.
Các bạn ấy bắt mình đợi vì ưu tiên những khách gửi NHIỀU tiền hơn mình. Ok. Chắc tại mình mặc đồng phục cửa hàng và cầm cọc tiền có vẻ ít hơn ngta nên đành chịu vậy.",1
167,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) - Techcombank Hàng Đậu,"9h sáng thứ 7, trang mạng báo mở cửa từ 8h nhưng đến nơi đóng ỉm, gọi điện k ai nghe, nên sửa lại giờ nếu k làm việc để đỡ mất thời gian khách hàng.",1
168,Ngân Hàng TMCP Kỹ Thương Việt Nam (Techcombank) - Techcombank Hàng Đậu,Tôi thấy dv chăm sóc khách hàng khá tốt mà @@,4
169,Ngân Hàng TMCP Kỹ Thương Việt Nam,"Dịch vụ rất tệ, sẽ không quay lại chi nhánh này nữa.",1
170,Ngân Hàng TMCP Kỹ Thương Việt Nam,"Nhân viên Techcombank thì nhiệt tình, nhưng số lượng ít quá nên thời gian phục vụ rất lâu.",3
171,Ngân Hàng TMCP Kỹ Thương Việt Nam,Ngân hàng tốt để giao dịch,5
172,Ngân Hàng TMCP Kỹ Thương Việt Nam,Tốt,5
173,Ngân Hàng TMCP Kỹ Thương Việt Nam,Tốt,5
174,TECHCOMBANK Ba Đình,Tôi được biết techcombank làm việc ko nghỉ trưa nên đã tới để giao dịch tại chi nhánh này. Tuy nhiên chỉ có 2 quầy có người phục vụ. Khách phải chờ rất lâu mà hết hỏng hệ thống lại hỏng cái gì đó. Tôi ko biết các chi nhánh khác trong giờ làm việc trưa nó có ảm đạm thế này ko. Nhưng cách phục vụ như thế này thà đừng mở cửa làm việc qua trưa cho khỏi mang tiếng,2
175,TECHCOMBANK Ba Đình,"Không gian giao dịch sạch đẹp, mát mẻ, nhân viên trẻ đẹp, nhiệt tình & chuyên nghiệp.",5
176,TECHCOMBANK Ba Đình,"Gọi tổng đài không bao giờ nhấc máy, cách bố trí phân phối việc tiếp khách hàng chưa hợp lý.",1
177,TECHCOMBANK Ba Đình,"Chờ lâu nhưng thủ tục nhanh, không có chỗ đỗ ô tô riêng",4
178,TECHCOMBANK Ba Đình,Ngân hàng thương mại cổ phần Kỹ Thương Việt Nam cung ứng sản phẩm như Dịch vụ khách hàng doanh nghiệp,4
179,Ngân Hàng Kỹ Thương Việt (Techcombank) Cầu Giấy,Phục vụ tốt nhân viên nói chuyện nhẹ nhàng dễ nghe bve nhiệt tình chu đáo rất hài lòng,5
180,Ngân Hàng Kỹ Thương Việt (Techcombank) Cầu Giấy,Cách ứng xử của nhân viên rất kém,1
181,Ngân Hàng Kỹ Thương Việt (Techcombank) Cầu Giấy,Làm ăn linh tinh. Không thể chấp nhận dc.  Đang dịch mình đi từ tuyên quang xuống hà nội để mở tkck. Song giờ lại bảo mình xuống chỉ mở tk ngân hàng. Giờ dịch bệnh đi lại khó khăn mà ngân hàng làm như này thì chịu. Sẽ không bao giờ sử dụng dịch vụ của ngân hàng này nữa.,1
182,Ngân Hàng Kỹ Thương Việt (Techcombank) Cầu Giấy,"Mình đăng kí dịch vụ mở thẻ visa, được chị Phan Hồng tư vấn, hỗ trợ rất nhiệt tình và thân thiện.
Rất thoải mái. 👍👍👍",5
183,Ngân Hàng Kỹ Thương Việt (Techcombank) Cầu Giấy,"Hiện nay đang có virut mà nhân viên bảo mở khẩu trang ra để xác nhận thông tin xong k bảo ngta đeo lại vào , trong khi ấy sáng nay có thanh niên vao trong ngân hàng làm việc xong ra ngoài ho liên tục  có khi thanh niên ý bị virut hay bị benh khác thì sao lại lây bệnh cho người khác, mà ngân hàng cũng k có nước rửa tay sát khuẩn cho khác hàng nữa chứ !!!!!",1
184,TECHCOMBANK Lạc Trung,Rất lâu rất bức súc.rối mất thời gian mỗi lần giao dịch dù khách hàng ít.nhân viên vẫn ngồi nói chuyện bình thường,1
185,TECHCOMBANK Lạc Trung,"Chi nhánh lạc trung chuyên viên nghiệp vụ kém, mình chuyển tiền từ tài khoản qua chứng minh thư cho bạn mình, để bạn ấy rút ở một ngân hàng khác, chuyên viên bảo mình không chuyển được. sau đó mình đi hỏi các bên tech khác họ bảo chuyển được. Thái độ chuyên viên xem thường khách hàng, mặt cứ vênh vênh ấy!. làm việc chậm",1
186,TECHCOMBANK Lạc Trung,"Hiện tại tôi thấy Techcombank phục vụ chuyên nghiệp và chu đáo nhất dù khách hàng cao cấp hay dân thường.

Chúc Techcombank luôn duy trì được phong cách phục vụ khách hàng như hiện tại.",5
187,TECHCOMBANK Lạc Trung,Điểm rút ATM. của Techcombank ở đường Lạc Trung .đối diện số nhà 96,5
188,TECHCOMBANK Lạc Trung,"tư vấn viên nhiệt tình, giao dịch khá nhanh và thuận tiện",4
189,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Hà Thành,Không rút được tiền,1
190,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Hà Thành,Ở đường 1 chiều bà triệu đông phải giao dịch nhanh,3
191,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Hà Thành,"Giải quyết khiếu nại liên quan đến quyền lợi của khách hàng rất kém.
Ngày 25/9/2021, NH trừ nhầm số tiền 55.000 trong tk của tôi. Sau nhiều lần gọi hotline, đến trực tiếp Teck 74 BT, cửa số 6, gọi điện liên hệ , nhưng đến nay NH vẫn chưa hoàn lại tiền cho tôi. Tôi rất không hài lòng vì cách giải quyết chậm trễ, thiếu chuyên nghiệp của NH..",1
192,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Hà Thành,"Địa điểm giao dịch trong trung tâm thành phố. Chất lượng phục vụ tốt, bàn quầy sạch sẽ và trang trí theo gam mầu chủ đạo của ngân hàng̃. Khách hàng được bấm số xếp hàng, có ghế cho khách hàng ngồi đợi. Nhân viên hầu hết đếu khá trẻ, mặc đồng phục có đeo biển tên, thái độ nhẹ nhàng thân thiện.",4
193,Ngân hàng TMCP Kỹ thương Việt Nam (Techcombank) - Chi nhánh Hà Thành,"Điểm giao dịch trung tâm, tuy nhiên khá đông, nhiều khi đợi ở tầng 2 30p mới được giao dịch. Khách VIP thì lên tầng 3. Mình mới upgrade lên khách VIP lên tầng 3 nhưng có vẻ các em trên này hay tập chung phục vụ khách gửi tiền tiết kiệm nhiều hơn, ko quan tâm đến khách rút/gửi tiền như mình. Dù sao cũng tốt hơn nhiều so với các NH khác vì transfer banking hoàn toàn free!",4
194,Techcombank Chi Nhánh Từ Liêm,Bảo vệ cục súc quá ạ :((,1
195,Techcombank Chi Nhánh Từ Liêm,Dịch vụ còn nhiều thiếu sót,3
196,Techcombank Chi Nhánh Từ Liêm,,5
197,Ngân Hàng Kỹ Thương (Techcombank) Xa La,"Nằm trên chục đường chính khu đô thị xa la. Vị trí trung tâm, dễ tìm thấy, nhân viên làm nhanh vui vẻ",5
198,Ngân Hàng Kỹ Thương (Techcombank) Xa La,"Nhân viên tư vấn không chuyên nghiệp mở thẻ cho doanh nghiệp, mà muốn phát hành thẻ mà tư vấn không rõ ràng, chuyên viên tư vấn thì bảo có,cần người đến quầy thì bảo k cần xong về đến nhag thì lại bảo phải cần, mất thời gian, mất công. Không hài lòng tẹo nào luôn.",1
199,Ngân Hàng Kỹ Thương (Techcombank) Xa La,"Nhân viên làm việc chuyên nghiệp, nhanh chóng. Hài lòng về cách phục vụ.",5
200,Ngân Hàng Kỹ Thương (Techcombank) Xa La,"Có 2 cây ATM, hè ô tô đỗ được. Thuận tiện",5
201,Ngân Hàng Kỹ Thương (Techcombank) Xa La,"Chờ 1 tiếng đồng hồ mới đến lượt lấy thẻ trong khi chỉ sau 1 người, lấy thẻ xong không đổi được mã pin phải đợi đến chiều, lấy được cái thẻ mất cả ngày trời! Làm việc không linh hoạt, nhân viên nói chuyện với nhau, không để ý khách mặc dù mình rất vội!",1
202,Techcombank - Văn Quán,"Cái bạn nam quầy 06 thái độ khinh khỉnh với khách hàng, rất khó chịu nhé:))) không biết tại hôm ý mình ăn mặc bình thường hay gì, sẽ không có làn sau quay lại",1
203,Techcombank - Văn Quán,"Nhân viên tận tâm, nhanh chóng nhiệt tình. Mặc dù mình đến giờ nghỉ trưa, nơi khác gọi ko nhấc máy, ở đây vẫn làm. Xứng đáng 5 sao !",5
204,Techcombank - Văn Quán,"Đi rút ngoại tệ, chờ 1 tiếng rưỡi, trong khi có đặt lịch hẹn trước. Mở tài khoản thì không nắm rõ nghiệp vụ. Tiền về tài khoản chậm hơn so ngân hàng khác tận 2 ngày, còn qua ngân hàng trung gian citibank, mất nhiều phí.  Dịch vụ ngoại tệ của tech cần cải thận từ khâu mở tài khoản, rút và xử lý tiền. Trải nghiệm quá tệ",1
205,Techcombank - Văn Quán,"Cực kì đánh giá cao Techcombank chi nhánh Văn Quán.

Mình có thực hiện vài giao dịch ở đây, nhân viên nhiệt tình, thân thiện, hỗ trợ nhanh chóng, và chi tiết.

Dịch vụ rất chuyên nghiệp.

Sẽ dùng dịch vụ của Techcombank lâu dài. :)",5
206,Techcombank - Văn Quán,"Nhân vie thân thiện
Phục vụ nhanh chóng
Dịch vụ oke",5
207,Agribank Thành Đô,Hỗ trợ nhiệt tình,5
208,Agribank Thành Đô,"Lừa khách hàng vừa thôi! Lần đâu tiên đi đổi tiền rách, củ có mệnh giá dưới 5000VND bị tính phí, mọi người nên cẩn thận khi giao dịch tại chi nhánh này",1
209,Agribank Thành Đô,"Chú bảo vệ đứng lấy số thứ tự rất thân thiện và vui vẻ. Luôn mỉm cười chào đón khách hàng đến giao dịch. Còn mấy cô GDV thì cũng vui vẻ ( tùy người)nhưng cái kiểu quăng tiền vào mặt khách khi thối tiền hay ""thảy"" liên 2 trả cho khách thì không chấp nhận được. Lần đầu mình cứ nghĩ là đang đông khách nên cô ấy vội. Nhưng qua nhiều lần và nhân viên khác cung như vậy ( ví dụ sáng nay lúc hơn 9h sáng, PGD ít khách đến). Hy vọng thái độ phục vụ của GDV CN AGribank Thành Đô sớm được cải thiện. Thân ái!",3
